model,chunk_unit,degree,coefficients,intercept_last,r2,mae_seconds,rmse_seconds,row_count,word_count_min,word_count_max,figure_path,quantile_figure_path
hexgrad/Kokoro-82M,sentence,2,"[0.0008534163842531581, 0.34890836964565275, 0.7666056833850328]",0.7666056833850328,0.9073709554767151,0.9075706952370413,1.376162080962645,13597,1,227,exp/measure_tts_duration/output/HuggingFaceH4__ultrachat_200k/sentence/hexgrad__Kokoro-82M/results/reviewer_regression/hexgrad__Kokoro-82M__sentence/regression_fit.png,exp/measure_tts_duration/output/HuggingFaceH4__ultrachat_200k/sentence/hexgrad__Kokoro-82M/results/reviewer_regression/hexgrad__Kokoro-82M__sentence/quantile_regression_fit.png
