model,consume_profile_label,policy,policy_label,lambda_req_s,threshold_key,threshold_label,threshold_value,threshold_mode,selection_rank,mean_admitted_inflight_requests,selected_max_num_seqs,unit_deadline_miss_rate,valid_consumable_unit_count,violated_unit_count,run_count
Qwen/Qwen3.5-35B-A3B,Reading,sslo,ProgressServe,32.0,relaxed,Relaxed (<1%),0.01,lt,1,273.8141763216285,128,0.00029513034923757994,20330.0,6.0,1
Qwen/Qwen3.5-35B-A3B,Reading,sslo,ProgressServe,32.0,relaxed,Relaxed (<1%),0.01,lt,2,253.34659759603886,256,0.0010245901639344263,23424.0,24.0,1
Qwen/Qwen3.5-35B-A3B,Reading,sslo,ProgressServe,40.0,relaxed,Relaxed (<1%),0.01,lt,1,274.03406683512645,128,0.00045081146062913246,19964.0,9.0,1
Qwen/Qwen3.5-35B-A3B,Reading,sslo,ProgressServe,40.0,relaxed,Relaxed (<1%),0.01,lt,2,254.95899546228512,256,0.000943881928951433,23308.0,22.0,1
Qwen/Qwen3.5-35B-A3B,Reading,sslo,ProgressServe,48.0,relaxed,Relaxed (<1%),0.01,lt,1,272.8366456509953,128,0.0001999000499750125,20010.0,4.0,1
Qwen/Qwen3.5-35B-A3B,Reading,sslo,ProgressServe,48.0,relaxed,Relaxed (<1%),0.01,lt,2,255.25221843813284,256,0.0010334137099552187,23224.0,24.0,1
Qwen/Qwen3.5-9B,Reading,baseline,Baseline,8.0,conservative,Conservative (<0.5%),0.005,lt,1,255.97842164678752,256,0.0009791703756453624,22468.0,22.0,1
Qwen/Qwen3.5-9B,Reading,baseline,Baseline,8.0,conservative,Conservative (<0.5%),0.005,lt,2,128.0,128,0.0,22790.0,0.0,1
Qwen/Qwen3.5-9B,Reading,baseline,Baseline,16.0,conservative,Conservative (<0.5%),0.005,lt,1,255.98555737548313,256,0.0012610340479192938,22997.0,29.0,1
Qwen/Qwen3.5-9B,Reading,baseline,Baseline,16.0,conservative,Conservative (<0.5%),0.005,lt,2,127.9979299466861,128,0.0,22901.0,0.0,1
Qwen/Qwen3.5-9B,Reading,baseline,Baseline,24.0,conservative,Conservative (<0.5%),0.005,lt,1,255.9887875270723,256,0.0012091898428053204,23156.0,28.0,1
Qwen/Qwen3.5-9B,Reading,baseline,Baseline,24.0,conservative,Conservative (<0.5%),0.005,lt,2,127.99726829118117,128,0.0,23181.0,0.0,1
Qwen/Qwen3.5-9B,Reading,baseline,Baseline,32.0,conservative,Conservative (<0.5%),0.005,lt,1,255.99080261653322,256,0.0009490940465918896,23180.0,22.0,1
Qwen/Qwen3.5-9B,Reading,baseline,Baseline,32.0,conservative,Conservative (<0.5%),0.005,lt,2,127.99929495549593,128,8.653513326410523e-05,23112.0,2.0,1
Qwen/Qwen3.5-9B,Reading,baseline,Baseline,40.0,conservative,Conservative (<0.5%),0.005,lt,1,255.99161892604815,256,0.001166004491276559,23156.0,27.0,1
