model,consume_profile_label,policy,policy_label,lambda_req_s,threshold_key,threshold_label,threshold_value,threshold_mode,selection_rank,mean_admitted_inflight_requests,selected_max_num_seqs,unit_deadline_miss_rate,valid_consumable_unit_count,violated_unit_count,run_count
Qwen/Qwen3.5-35B-A3B,TTS (Supertonic-3),sslo,ProgressServe,32.0,strict,Strict (=0),0.0,eq,1,278.12958659094926,128,0.0,19323.0,0.0,1
Qwen/Qwen3.5-35B-A3B,TTS (Supertonic-3),sslo,ProgressServe,48.0,strict,Strict (=0),0.0,eq,1,276.6627689115318,128,0.0,19582.0,0.0,1
Qwen/Qwen3.5-9B,TTS (Supertonic-3),baseline,Baseline,8.0,strict,Strict (=0),0.0,eq,1,127.99911828652756,128,0.0,22843.0,0.0,1
Qwen/Qwen3.5-9B,TTS (Supertonic-3),baseline,Baseline,16.0,strict,Strict (=0),0.0,eq,1,127.99772540354304,128,0.0,22878.0,0.0,1
Qwen/Qwen3.5-9B,TTS (Supertonic-3),baseline,Baseline,24.0,strict,Strict (=0),0.0,eq,1,127.99886560977176,128,0.0,23000.0,0.0,1
Qwen/Qwen3.5-9B,TTS (Supertonic-3),baseline,Baseline,32.0,strict,Strict (=0),0.0,eq,1,128.0,128,0.0,23140.0,0.0,1
Qwen/Qwen3.5-9B,TTS (Supertonic-3),baseline,Baseline,40.0,strict,Strict (=0),0.0,eq,1,127.9966698205535,128,0.0,23142.0,0.0,1
Qwen/Qwen3.5-9B,TTS (Supertonic-3),baseline,Baseline,48.0,strict,Strict (=0),0.0,eq,1,127.99890198102456,128,0.0,23298.0,0.0,1
Qwen/Qwen3.5-9B,TTS (Supertonic-3),sslo,ProgressServe,8.0,strict,Strict (=0),0.0,eq,1,364.6835837410303,256,0.0,16302.0,0.0,1
Qwen/Qwen3.5-9B,TTS (Supertonic-3),sslo,ProgressServe,16.0,strict,Strict (=0),0.0,eq,1,893.9358458257883,256,0.0,11016.0,0.0,1
Qwen/Qwen3.5-9B,TTS (Supertonic-3),sslo,ProgressServe,24.0,strict,Strict (=0),0.0,eq,1,919.0528996295852,256,0.0,11515.0,0.0,1
Qwen/Qwen3.5-9B,TTS (Supertonic-3),sslo,ProgressServe,32.0,strict,Strict (=0),0.0,eq,1,920.1391191164972,256,0.0,11406.0,0.0,1
Qwen/Qwen3.5-9B,TTS (Supertonic-3),sslo,ProgressServe,40.0,strict,Strict (=0),0.0,eq,1,889.8310287347682,256,0.0,11513.0,0.0,1
Qwen/Qwen3.5-9B,TTS (Supertonic-3),sslo,ProgressServe,48.0,strict,Strict (=0),0.0,eq,1,911.5955606680404,256,0.0,11403.0,0.0,1
